,frame,signal_maxima,signal_extrema,signal_maxima_nor,signal_extrema_nor
68,69,0.0002104295117551506,0.0002544825444019948,-0.0007882197310864799,0.00013203662508651438
69,70,3.985292754563227e-05,0.00017318180536689037,-0.0008802383435724291,0.00011650680615969503
70,71,-8.062427701667368e-05,0.0001076424313077609,-0.000912866078404616,8.261023810216413e-05
71,72,-0.000132367725629128,6.532842630358324e-05,-0.0009627531699510942,-0.0009976993152777448
72,73,-0.00011702181152555936,4.545496677938353e-05,-0.0009164720585888733,2.2226121279375205e-05
73,74,-5.521830500044784e-05,4.084812179059786e-05,-0.0009217381201892831,-1.8097195875386772e-05
74,75,2.060285501001209e-05,4.143925679356506e-05,-0.0008762908422893338,0.00010344549847160703
75,76,7.706124125842574e-05,3.8046835840391916e-05,-0.0008612312749916312,-0.0005365455181893318
76,77,9.097307201120064e-05,2.5168065943155467e-05,-0.000844779449598237,-0.0005252956111188968
77,78,5.719431563245119e-05,2.0220847772030315e-06,-0.0008347519714717695,-0.00047164372867617967
78,79,-9.421510568698451e-06,-2.8178275628540777e-05,-0.0008084834292787953,-0.0005216023226805642
79,80,-7.874259875121529e-05,-6.010269431422638e-05,-0.0007731895687936206,-0.0005117384873856294
80,81,-0.00011545235161651213,-8.839225589940009e-05,-0.0007552334202231722,-0.0005967927494509397
81,82,-9.145314273924561e-05,-0.00010913718173685508,-0.000824880856110778,-0.0005902186069347559
82,83,3.3595626604332705e-06,-0.00012036075394092776,-0.0006431901833094882,-0.0005773264672709994
83,84,0.00015556915586151593,-0.00012167239737824065,-0.0005993625532614938,-0.0005462724648137462
84,85,0.00033008193851158325,-0.0001136451465949844,-0.00027555057605522935,-0.0006151262601052522
85,86,0.0004792102259447395,-9.753065302796388e-05,-1.9971835647049895e-05,-0.0005394260862293381
86,87,0.0005565062496040678,-7.562229605252318e-05,0.00016006100972637937,-1.6986687033619885e-05
87,88,0.0005311633754449645,-5.20592566290224e-05,0.00020701974298107702,-0.00016613128705276827
88,89,0.000398364529552391,-3.3394425557650865e-05,0.00013165435543281568,-0.000402887518563744
89,90,0.00018200774667359658,-2.809725823763666e-05,-1.0387821051391855e-05,-0.0003073759944424014
90,91,-7.147363362683828e-05,-4.448012768762491e-05,-0.00043123405454841967,-0.000277640024430847
91,92,-0.00030663112221598557,-8.726228732581164e-05,-0.0005849539817287215,-0.0002704574004542313
92,93,-0.00047579687586633135,-0.00015383774591930894,-0.0006078216348573673,-0.00018661702804423415
93,94,-0.0005537866281287642,-0.00023188763130090894,-0.0006798679047140073,-0.00021558719452358108
94,95,-0.0005455368661232495,-0.0002999217024597644,-0.0006163689241098105,-0.00024253229200556624
95,96,-0.0004837726090809027,-0.0003315268064492172,-0.0005869673050055427,-0.00026020818675862
96,97,-0.0004169694659508084,-0.0003027485940048059,-0.0005578876295952848,-0.00023867023685397452
97,98,-0.00039116785660846725,-0.00020062534144408778,-0.0005415292826738014,-0.00030074110134803634
98,99,-0.0004315379615268038,-3.0019888789715713e-05,-0.0005026210563147097,-0.00030533941308721755
99,100,-0.0005301301127243217,0.00018399756565336451,-0.0004461618997505325,-0.00034947668066758695
100,101,-0.0006446492010702452,0.00039978692723065403,-0.0003331278994695287,0.0005630529574030818
101,102,-0.000709715366765832,0.0005684593497914942,-0.00037754565310478707,0.0004239946654472737
102,103,-0.0006579027239170166,0.000646563044303694,-0.0004703886905992246,9.239051416086242e-05
103,104,-0.0004442390871590965,0.000608481363930925,-0.0006512170632852444,0.0002033043913854087
104,105,-6.610026913793169e-05,0.0004547135221491834,-0.0005024324562635118,-0.00010915938618121329
105,106,0.00042868614287866025,0.00021328829054985355,4.762363662272828e-05,0.00010922695922890341
106,107,0.0009492936779566499,-6.642972816029855e-05,0.0010651761736264226,6.037609551246936e-06
107,108,0.001383727100912799,-0.0003259728536339527,0.0018247439499692172,-0.0005716178509277724
108,109,0.0016290107877657148,-0.0005125891853900683,0.00168657666103074,-0.00024163107731844097
109,110,0.001620670829574875,-0.0005923364290926695,0.001919813218188422,-0.0004931061059156798
110,111,0.0013523120344520918,-0.0005576115649993034,0.0012413180141283653,-0.0008838838634624192
111,112,0.0008789850953597161,-0.0004269815369504736,0.0007599414406178187,-0.000573346455371311
112,113,0.00030302511908774824,-0.00023761615229858264,-6.587974756229588e-05,-5.723069149635082e-05
113,114,-0.00025352889522984836,-3.3011914587574605e-05,-0.0006501623786242462,8.62168726483002e-05
114,115,-0.0006817237550026142,0.0001497877068816702,-0.0008410253440037962,0.00030785934776385727
115,116,-0.0009139921515813126,0.0002891957139887327,-0.0009164209788476872,0.0003418170530144935
116,117,-0.0009397790676682104,0.00038147706137179894,-0.0009460662209371955,2.829293618018655e-05
117,118,-0.0008042570203472656,0.0004361894366505749,-0.0008560816876090271,0.00022323227897788468
118,119,-0.0005909837628118673,0.00046694294974466304,-0.0008087870898398361,0.0003945962918813891
119,120,-0.00039403843160415583,0.0004815230770469707,-0.000766989145150526,0.000294127610261743
120,121,-0.00028810508963515355,0.00047565361906493157,-0.0006292703709348874,0.00023441680671454522
121,122,-0.00030538844670373344,0.0004332501993784527,-0.0006113244704231476,2.8923907144359468e-05
122,123,-0.00042611257459248755,0.000333434683975129,-0.0007151985242536174,0.0003862781833255975
123,124,-0.0005853293901612759,0.00016179937340908996,-0.0007491267829492656,0.00016193720503894672
124,125,-0.000693996351543575,-7.85174681036303e-05,-0.0008127202140535143,-0.0006618891808605009
125,126,-0.0006681008432031704,-0.00036068739993439853,-0.0008862332131032704,-0.00011177099967901507
126,127,-0.00045718394138071893,-0.0006362156113862621,-0.00083323051578634,-0.0012304957681535432
127,128,-6.365816840695035e-05,-0.0008455356263288047,-0.0005497836232081578,-0.0012649702210127422
128,129,0.0004531359360224087,-0.0009344081120635239,-3.309812144006594e-05,-0.001356930157086393
129,130,0.0009898030456356626,-0.0008710003691023986,0.0007234900884716995,-0.0010771261359888138
130,131,0.0014253777005186791,-0.0006578688819677636,0.0011026171049225704,-0.0013545734925735496
131,132,0.0016539830672942229,-0.00033441885571758767,0.0015562589648062302,-0.0011200541620113506
132,133,0.0016142419041049517,3.162998017825997e-05,0.0014841448264340316,0.00014508456003922053
133,134,0.0013068246210206273,0.0003616602948320178,0.001163940730964172,0.000229427257448699
134,135,0.000794928446119966,0.0005873563966726727,0.0007517547841745542,0.00040907462779750224
135,136,0.00018748761476132525,0.0006692232832068562,-0.00044849975986324507,0.00033584023316818534
136,137,-0.000390002592132116,0.0006067131346221611,-0.0008895872396306825,0.00029425764659770336
137,138,-0.000828557763699524,0.0004368708823023205,-0.0009039223378233221,0.0005567109812374692
138,139,-0.0010631378273312584,0.0002220312345091198,-0.001183682334176651,0.00045675761715722926
139,140,-0.0010867087551927176,3.0510416135988984e-05,-0.001140844578605646,-0.0025552719349914363
140,141,-0.0009472537900650644,-8.367951772119068e-05,-0.000969793258980366,0.00027039855430644545
141,142,-0.0007291123086293405,-9.595127782628078e-05,-0.0009144925182293246,0.0002530068826850587
142,143,-0.0005245780104925494,-1.6771680694262237e-05,-0.0006974601191219622,8.647089118413955e-05
143,144,-0.0004044291110174007,0.0001134580590404235,-0.000553776940690069,0.00010926300128462779
144,145,-0.00039623816064626266,0.0002382504600140418,-0.0004858364754362778,-4.074266436346557e-05
145,146,-0.00047690406818139196,0.0003031174792938063,-0.00040730745762178696,0.0001631007773455308
146,147,-0.00058157095626529,0.00027240825495911103,-0.00035474316977457935,0.00017864162580338543
147,148,-0.0006261758871636691,0.00014005757349741854,-0.0004599961004505296,3.726069862839479e-05
148,149,-0.0005367206889022603,-6.862350083402369e-05,-0.0005433905793110256,7.683675586641711e-05
149,150,-0.00027621977801301314,-0.00030431645835257476,-0.0003527161476558873,9.388981695883486e-05
150,151,0.0001391812927407049,-0.0005078272535819622,-1.8736894947112586e-06,-2.569998206470861e-05
151,152,0.0006402802298737028,-0.0006267565809279036,0.000769603606457476,-0.001076866407991345
152,153,0.001121584115330934,-0.0006299013590744873,0.001218285654739515,-0.001105371625565864
153,154,0.0014701192273481086,-0.000515379105156977,0.0014605675278388693,-0.00021355384938304
154,155,0.0015977951156568978,-0.00031039534942009863,0.001937965858624373,8.580909585598701e-05
155,156,0.001467532997180573,-6.304783153378263e-05,0.0018433690646146117,0.0004027758394931978
156,157,0.0011050810010241644,0.00017117061984946207,0.001283940578411245,0.00029887820488706134
157,158,0.0005926925322400447,0.0003441213824800972,0.0007822325015130509,0.0003787258767315882
158,159,4.634873551241317e-05,0.0004268415192918149,-0.000222645159095194,0.00042847502098054536
159,160,-0.0004167470034848512,0.00041534628912220266,-0.0003093476702453002,0.0005245094182194077
160,161,-0.0007106653120731932,0.0003292244041244776,-0.00041852063064909563,0.0006249897449135616
161,162,-0.0008034715768851723,0.00020394409681662992,-0.0005056668223363783,0.0006161055760080212
162,163,-0.0007233657072425313,7.948660854200883e-05,-0.0005633203153503284,0.00026923239528068617
163,164,-0.0005464746712634991,-1.1228081824622885e-05,-0.00038820968016323794,0.0002577839066040169
164,165,-0.00037011628183984815,-5.0836904903375016e-05,-0.0002709811046292835,0.00031719123894923353
165,166,-0.0002798016181286191,-4.0757834131507955e-05,-0.0002527406113867504,0.00016986609156161874
166,167,-0.0003202213443517917,1.3960838334747746e-06,-0.00024070650776197316,0.00045094932043842305
167,168,-0.0004793578033062248,4.9032105595240506e-05,-0.00027855750224672676,0.0002657135780330165
168,169,-0.0006909671355166684,7.595626802552661e-05,-0.0004399234874856652,0.0003661525688114653
169,170,-0.0008550965766520786,6.495504779240941e-05,-0.0005560659568646797,0.000289342904580495
170,171,-0.000870681510865861,1.3032085007128491e-05,-0.0007765520630620279,0.00016066908746947204
171,172,-0.0006703143269389277,-6.809264334167106e-05,-0.000730601414059407,0.00019677238332233327
172,173,-0.0002462667489880865,-0.0001560958819965131,-0.0003572113825211013,0.00023703234633719688
173,174,0.00034079506696830587,-0.00022524892349610608,2.5906524642198045e-05,-6.864660966536495e-05
174,175,0.000973845694251013,-0.00025431225064692826,0.0009739614094273337,0.00010123072875421407
175,176,0.001509364309138415,-0.00023266402866906898,0.0016160866676861742,-0.00016147409816573115
176,177,0.0018164758900439044,-0.0001628993597163478,0.002109939658475504,0.0001506162505879781
177,178,0.0018137452378386531,-5.935384406688625e-05,0.001994442804860374,0.00014309086476241943
178,179,0.001492529729661447,5.668016121544957e-05,0.0016744263761475572,0.00034186486362599043
179,180,0.0009198211389115893,0.00016329832372805533,0.001195314621724791,0.00038252728853096916
180,181,0.00021976511771134357,0.00024380288658445027,-0.000187746881188904,0.00032105046292576903
181,182,-0.0004604639815755739,0.00029026683426696607,-0.0010470921901934614,0.00022031488122946737
182,183,-0.000990107819642579,0.0003039932425954747,-0.0011270064236080912,0.000330947015444315
183,184,-0.001287900486380156,0.0002930763602151731,-0.0011961623051958544,0.000336110607749883
184,185,-0.0013393542798916071,0.000268149450281031,-0.0010161150822472949,0.0004423573517794439
185,186,-0.0011938951166641956,0.00023785533162671362,-0.0010137343928578923,0.00030764791389885045
186,187,-0.0009436732151854848,0.0002055219447158536,-0.0009982970041045492,0.00025643931459732184
187,188,-0.0006912550077850738,0.00016805016446138537,-0.0008620239658908118,0.00026810195433781827
188,189,-0.0005164124104836836,0.00011730592897662162,-0.0007273092039968876,0.0002070288544824124
189,190,-0.00045209826059256246,4.3562382863719705e-05,-0.0005943589426901412,-2.1431179359903464e-05
190,191,-0.00047661123904898015,-6.005593039602123e-05,-0.0004335450618929489,2.3146628534479714e-05
191,192,-0.000523908370405269,-0.0001934839046542019,-0.000250719985444268,6.249016957057696e-05
192,193,-0.0005085141115830117,-0.0003472944487636204,-0.00026690557406186077,-0.00022498333034111516
193,194,-0.00035708285119369923,-0.0005028598058792546,-0.0003395677887270981,-0.00013618194000594968
194,195,-3.665160780497842e-05,-0.0006353346889915553,4.349168983074581e-06,-0.0003417983010643863
195,196,0.00042942847888983353,-0.000718896257997454,0.00018491111532154176,-0.00018526947041001173
196,197,0.000963205893972641,-0.0007329515758069889,0.0008607083415551297,-0.0002031603277200501
197,198,0.0014514338152002181,-0.0006676020560354443,0.0014205020826406525,-0.0002927621928042945
198,199,0.0017769386904535607,-0.0005267120761947887,0.0019405698434919612,-0.00013504350379094231
199,200,0.0018526472760264183,-0.0003275212075229738,0.002061185007160632,7.837569880049334e-05
200,201,0.001647849261173504,-9.674903740869458e-05,0.0019847262907954264,-0.0010409653229721326
201,202,0.001198512446051061,0.00013572493382194397,0.0017517695637158893,0.0005173852912559245
202,203,0.0005983214372952658,0.0003436632066718269,0.0004763130403181559,0.000581026766547908
203,204,-2.6936945220761177e-05,0.0005095823214996235,-0.00040785653059744804,0.0006822745930763454
204,205,-0.0005538734477814351,0.0006265662422152209,-0.0005360676206460885,0.0005759019584859738
205,206,-0.0008944318693417425,0.0006963803221463862,-0.0008038754673229091,0.0006478257097643356
206,207,-0.0010174347695752933,0.0007249041213393464,-0.0007337896279839801,0.0007071840484693927
207,208,-0.0009525923998429909,0.0007169660075930089,-0.0005610460345334578,0.0007228176804411078
208,209,-0.0007763277734696275,0.0006729120517007543,-0.0004220231512158879,0.000559483524560909
209,210,-0.0005843214748153001,0.0005885286878771742,-0.0003502806694187647,0.0006952423492864045
210,211,-0.0004595705911511766,0.00045851117585460306,-0.0003653331687294983,0.0005778616754939766
211,212,-0.0004458677522178255,0.0002820877555453115,-0.00034181453993289767,0.00044283954663922834
212,213,-0.0005347101381319082,6.832454558922295e-05,-0.0003274511763709053,0.000409676365381559
213,214,-0.0006694116560437034,-0.00016147325350471798,-0.000406958934856124,0.00039046748241161
214,215,-0.0007649269395087097,-0.00037588422188938945,-0.00021353082428865727,0.00033951597243625677
215,216,-0.0007371588877240745,-0.0005399403952342859,-0.00036729569122221365,-0.0012204594094800388
216,217,-0.0005326757661767902,-0.000624291877668502,-0.00028310305926649356,-0.0012256177139152282
217,218,-0.0001496189576984859,-0.0006139734054590355,6.431224757942407e-05,-0.001261175760221977
218,219,0.00035681986166329895,-0.0005137378471085691,0.00047746232542032665,0.00027616901627610025
219,220,0.0008863769264087346,-0.0003479989236745475,0.0011786346567235187,0.00037230055635864925
220,221,0.001319918243108438,-0.0001551959568611129,0.0015483381771640976,0.0003267882200454131
221,222,0.0015522817868856085,2.1813936995910805e-05,0.0020773332617921923,0.00010758394026386892
222,223,0.0015220626149438541,0.0001465370110867529,0.0020198701276138843,0.00018668596431356793
223,224,0.001229449445704327,0.0001977399133133354,0.0015982136060587143,0.00015619356924510066
224,225,0.0007367425605335512,0.0001740635182558647,0.001177562425619483,0.0003676624006672105
225,226,0.00015136442589142745,9.324004351753236e-05,0.00015541966315011225,0.00036683920958501947
226,227,-0.0004035728172801232,-1.3695627442513847e-05,-0.0002793164126398959,0.00037333510611805225
227,228,-0.000822376744163569,-0.00011148279126925006,-0.0005367069165122929,0.0003601556614986336
228,229,-0.0010437791419797278,-0.00017044645413127218,-0.0007223958907388874,0.0003411802510337082
229,230,-0.00106401634073445,-0.0001743407053934366,-0.0006914268721495216,-0.0016553496889755062
230,231,-0.0009324746929430216,-0.00012410597753520467,-0.0006414919632302926,0.00036754387494751934
231,232,-0.0007317069566048569,-3.660700079942767e-05,-0.0005820820397440092,0.0003515895571895916
232,233,-0.0005483319091268329,6.111840688847642e-05,-0.00044358935986022277,0.00031996120547131754
233,234,-0.00044401922633839066,0.00014026793322592112,-0.00036389900653996583,0.00025575834755302496
234,235,-0.0004356439764796517,0.00017878317670215487,-0.00027460132270528694,0.00021999726846997592
235,236,-0.000490812010013547,0.00016747618391986705,-0.00019993041626547298,0.00012791760533958216
236,237,-0.0005401651189763928,0.00011211658810394183,-0.00025277243065015617,0.00012251519254839033
237,238,-0.0005026029537498148,3.1092076214750385e-05,-0.0002456189863209968,-1.4559189212911134e-06
238,239,-0.00031540914469118444,-5.045016537210145e-05,-0.00043062902419219054,3.784930414953641e-05
239,240,4.045061356215703e-05,-0.00010813697617442112,-8.616453882443692e-05,-5.0697658832474165e-05
240,241,0.000528275983906701,-0.00012538410804646818,6.02716573177267e-05,2.8943390340041828e-05
241,242,0.0010612169104099337,-9.796834661385143e-05,0.0013487891552793228,1.0837664007864872e-06
242,243,0.00152435376563172,-3.498663422623857e-05,0.0013587093987929607,0.00013356524065544697
243,244,0.0018068244176673632,4.396186380286602e-05,0.0017755239944237803,4.3179160666792493e-05
244,245,0.0018341950696851015,0.00011453287432592945,0.002049977494151601,2.210174872627793e-05
245,246,0.0015909986396653172,0.00015472626920231422,0.001605206417793131,0.00014225552384789896
246,247,0.0011263115188833558,0.00015133624068489445,0.0009287727461614639,0.00020287200135077934
247,248,0.0005404850256306934,0.00010392986736029146,0.00012672700906888291,0.0002699166867636506
248,249,-4.299174193128291e-05,2.5163161080505176e-05,-0.0006219717922925782,0.0002454356667587597
249,250,-0.0005119269495187911,-6.273697610013837e-05,-0.0007083805618097967,0.0002826357901323851
250,251,-0.0007957106406510773,-0.0001343575392352137,-0.001017026748435753,0.00026025193600314443
251,252,-0.0008823887408196665,-0.000168471846645969,-0.0009270825425636195,-0.001704918722276041
252,253,-0.0008176204222452619,-0.00015416367595343734,-0.0008160237447723442,0.000197223395251367
253,254,-0.0006861898222234066,-9.383469072989447e-05,-0.0009634695988489925,0.0001491729036828492
254,255,-0.0005820181281020736,-2.2279676758641674e-06,-0.0009780091404105883,0.00010361457005759741
255,256,-0.0005760294390056416,9.81087937652649e-05,-0.0010519369818033169,0.000194981467878665
256,257,-0.0006918020765932007,0.000183382043554921,-0.001119651652013916,0.00020147368157420758
257,258,-0.0008965640368354027,0.00023504556306424377,-0.0010556172953909589,8.418895016517298e-05
258,259,-0.0011104786042413484,0.0002443116141899924,-0.0011518145529082937,0.00018000798517469257
259,260,-0.0012316450972391446,0.00021353300766818422,-0.001195882323590103,0.00011867403239249614
260,261,-0.0011694047444826044,0.0001543573832067886,-0.001325356575371564,0.00011998666676986183
261,262,-0.0008758277719678899,8.351198633324363e-05,-0.0013640823298532892,8.06193798146074e-05
262,263,-0.00036553689652622036,1.7660574490095432e-05,-0.0008930570642839603,9.856377331525464e-05
263,264,0.00028268303261411,-3.113218089158883e-05,-0.00022908368116627585,-8.107923018889351e-07
264,265,0.0009436275027776712,-5.8136916036597494e-05,0.0007666076017549082,-1.539732906038349e-05
265,266,0.001477985261714445,-6.632016434303941e-05,0.001585888537390594,-1.660321963842673e-05
266,267,0.0017698641541304388,-6.443993415748262e-05,0.002103196764080592,-0.00010545511025479387
267,268,0.001758432916198357,-6.357162405550368e-05,0.0019263338964709668,-0.00013415239719090556
268,269,0.00145428617652752,-7.312732758841895e-05,0.0013007872719232505,-0.00015751827489882757
269,270,0.0009357695620499451,-9.752668478021523e-05,0.0006393583604886526,-0.0001602049178270656
270,271,0.00032657201410158764,-0.0001344911929334525,-0.00020346439805923777,-0.00010514101892187617
271,272,-0.0002385378629430499,-0.00017549792128486807,-0.0003304983077884427,-6.127183147208654e-05
272,273,-0.0006496146830025139,-0.00020832241900666388,-0.0005378247828421445,1.824995108363109e-05
273,274,-0.0008487016633017536,-0.00022096233975708247,-0.0005446054562399872,1.799775875726614e-05
274,275,-0.00084081034845722,-0.00020574916558300846,-0.0006434261228169912,-0.001962083987695766
275,276,-0.0006862593958565652,-0.00016230953067567606,-0.0005829949198427568,1.52973546580481e-05
276,277,-0.0004774120720257248,-9.832994744676765e-05,-0.0005566644563137933,-8.322141542219135e-05
277,278,-0.00030725499488154983,-2.7753511708336247e-05,-0.0005287789468966712,-0.00011766519683885
278,279,-0.00023938870801191317,3.3123082481335775e-05,-0.0003944952019719109,-0.0001280994184421088
279,280,-0.0002883535314932084,7.047757788200096e-05,-0.00035271546368102703,-0.00023125620698423162
280,281,-0.00041604502931292495,7.721825601076581e-05,-0.00012459921963594802,-0.0002545362035171475
281,282,-0.0005451870101199183,5.533323342849025e-05,-0.00014594868977425415,-0.0002943947815749929
282,283,-0.0005857513383689881,1.5571691810966902e-05,-0.0004909751396692552,-0.00027703111136768554
283,284,-0.00046627051219149394,-2.5514350234083668e-05,-0.0006123215370641904,-0.00028379074068916226
284,285,-0.00016034959292578438,-5.0368322398233344e-05,-0.00048002690971747766,-0.00023173879440799492
285,286,0.0003000809161399532,-4.572179505322813e-05,3.4750024067928536e-05,-0.00024955715008353053
286,287,0.0008293696807588215,-6.8504765359327095e-06,0.0008378790828740789,-0.0003464854278894397
287,288,0.0013097925334331158,6.051016677509512e-05,0.0010768204169469282,-0.0003001301420008058
288,289,0.001624092889421192,0.00014129061887092288,0.0016081200702819966,-0.0002879878361615333
289,290,0.001689197235200517,0.00021510696950615316,0.001836352074474624,-0.00021129140451876268
290,291,0.0014807932520927573,0.0002621459498146811,0.0017360754683697448,-8.422161874057987e-05
291,292,0.0010411101011953666,0.0002692319141892709,0.0008724233441732546,-0.00010313031749328433
292,293,0.00046735702288603574,0.00023419897265581236,-2.8373809786608277e-05,-7.414674785664321e-06
293,294,-0.00011575205985158429,0.00016708241467882422,-0.0005701383175139393,-4.093108917144267e-05
294,295,-0.0005910435163788266,8.755837684756207e-05,-0.0008430900023134846,4.372428331811001e-05
295,296,-0.000880861080630777,1.924188598447238e-05,-0.0009895031807657512,4.930769184097683e-06
296,297,-0.0009663747719482064,-1.7488002830541722e-05,-0.0010176802578755325,-0.0017590481124476589
